Numero Ordem,Operador,Produto,Ocorrência,Data Inicio,Hora Inicio,Data Fim,Hora Fim,Total Horas,Qtd Aprovada,Qtd Rejeitada
55,Pedro Macckione,Zoo Tycoon 2: Zookeeper Collection M260,,2021-01-06,09:07:38,2021-01-06,10:18:11,1.1758333335164934,113,0
43,Thays Castro,Train Simulator 2009 E174,Preparação de Máquina,2021-01-09,14:51:48,2021-01-09,15:11:36,0.3299999999580905,0,0
56,Thays Castro,LCD24W X300 Black,Preparação de Máquina,2021-01-04,12:22:45,2021-01-04,12:42:30,0.3291666666045785,0,0
56,Luiza Cabral,LCD24W X300 Black,Controle de Qualidade,2021-01-08,14:48:29,2021-01-08,15:05:33,0.2844444445800036,0,0
56,Thays Castro,LCD24W X300 Black,,2021-01-05,10:34:54,2021-01-05,11:03:22,0.4744444444659166,308,39
57,Luiza Cabral,Flight Simulator X 2008 E133,Controle de Qualidade,2021-01-04,09:29:40,2021-01-04,09:49:41,0.3336111112148501,0,0
57,Marcos Nucci,Flight Simulator X 2008 E133,,2021-01-07,17:01:32,2021-01-07,18:11:53,1.1724999999278225,348,0
58,Thays Castro,Hand Games for Office worker L28 Red,,2021-01-07,15:05:46,2021-01-07,15:19:21,0.22638888889923692,238,0
48,Marcos Nucci,Age of Empires Expansion: The Rise of Rome X900,Falha Operador,2021-01-04,14:12:46,2021-01-04,15:02:41,0.8319444443914108,313,0
59,Thays Castro,Zoo Tycoon Marine Mania E120,Preparação de Máquina,2021-01-04,15:36:43,2021-01-04,15:56:50,0.3352777779218741,0,0
59,Luiza Cabral,Zoo Tycoon Marine Mania E120,Controle de Qualidade,2021-01-04,10:31:26,2021-01-04,10:48:19,0.2813888890086673,0,0
59,Luiza Cabral,Zoo Tycoon Marine Mania E120,Preparação de Máquina,2021-01-05,12:18:26,2021-01-05,13:26:06,1.1277777779032476,0,0
59,Thays Castro,Zoo Tycoon Marine Mania E120,,2021-01-05,10:47:25,2021-01-05,11:40:23,0.8827777777332813,333,0
60,Thays Castro,Home Theater System 2.1 Channel E210 Brown,Preparação de Máquina,2021-01-05,16:15:45,2021-01-05,16:36:01,0.33777777798241004,0,0
60,Luiza Cabral,Home Theater System 2.1 Channel E210 Brown,Controle de Qualidade,2021-01-04,17:57:50,2021-01-04,18:14:36,0.2794444444589317,0,0
58,Thays Castro,Hand Games for Office worker L28 Red,Preparação de Máquina,2021-01-04,12:32:33,2021-01-04,12:52:33,0.33333333337213844,0,0
60,Thays Castro,Home Theater System 2.1 Channel E210 Brown,,2021-01-06,09:14:50,2021-01-06,09:33:32,0.31166666670469567,182,0
58,Luiza Cabral,Hand Games for Office worker L28 Red,Controle de Qualidade,2021-01-08,13:10:42,2021-01-08,13:27:53,0.28638888912973925,0,0
58,Thays Castro,Hand Games for Office worker L28 Red,,2021-01-10,15:45:04,2021-01-10,15:58:28,0.22333333332790062,238,0
61,Thays Castro,Age of Mythology: Gold Edition M310,Preparação de Máquina,2021-01-08,07:40:31,2021-01-08,08:00:11,0.32777777791488916,0,0
61,Luiza Cabral,Age of Mythology: Gold Edition M310,Controle de Qualidade,2021-01-04,17:48:03,2021-01-04,18:05:22,0.2886111111729406,0,0
62,Thays Castro,Home Theater System 4.1 Channel M410 Black,Preparação de Máquina,2021-01-04,13:02:56,2021-01-04,13:23:10,0.33722222212236375,0,0
61,Thays Castro,Age of Mythology: Gold Edition M310,,2021-01-07,08:50:47,2021-01-07,09:09:05,0.30499999987659976,204,0
62,Luiza Cabral,Home Theater System 4.1 Channel M410 Black,Controle de Qualidade,2021-01-05,16:26:33,2021-01-05,16:43:52,0.28861111134756356,0,0
62,Thays Castro,Home Theater System 4.1 Channel M410 Black,,2021-01-04,14:26:53,2021-01-04,14:40:46,0.23138888884568587,355,0
63,Thays Castro,4GB Video Recording Pen X200 Black,Preparação de Máquina,2021-01-06,12:56:36,2021-01-06,13:16:50,0.33722222229698673,0,0
63,Luiza Cabral,4GB Video Recording Pen X200 Black,Controle de Qualidade,2021-01-04,17:14:38,2021-01-04,17:31:27,0.2802777778124437,0,0
63,Thays Castro,4GB Video Recording Pen X200 Black,,2021-01-08,14:35:31,2021-01-08,14:49:16,0.22916666662786156,270,0
64,Thays Castro,Dungeon 2007 E141,,2021-01-06,17:33:04,2021-01-06,17:43:21,0.17138888878980651,191,0
64,Thays Castro,Dungeon 2007 E141,Preparação de Máquina,2021-01-04,16:49:00,2021-01-04,17:09:30,0.34166666673263535,0,0
64,Luiza Cabral,Dungeon 2007 E141,Controle de Qualidade,2021-01-05,14:10:36,2021-01-05,14:28:14,0.2938888891367242,0,0
64,Thays Castro,Dungeon 2007 E141,,2021-01-10,10:47:43,2021-01-10,11:01:29,0.22944444447057322,191,0
65,Mariana Miranda,Age of Mythology: The Titans Expansion M350,Preparação de Máquina,2021-01-06,14:48:29,2021-01-06,15:33:22,0.7480555554502644,0,0
54,Thays Castro,Home Theater System 4.1 Channel M1400 White,Preparação de Máquina,2021-01-06,07:17:46,2021-01-06,07:37:27,0.3280555557576008,0,0
54,Luiza Cabral,Home Theater System 4.1 Channel M1400 White,Controle de Qualidade,2021-01-05,15:42:29,2021-01-05,15:59:28,0.2830555555410683,0,0
54,Thays Castro,Home Theater System 4.1 Channel M1400 White,,2021-01-04,08:24:43,2021-01-04,09:08:30,0.7297222223714925,97,0
66,Luiza Cabral,Zoo Tycoon Complete Collection E110,Controle de Qualidade,2021-01-06,08:11:28,2021-01-06,08:32:04,0.3433333334396593,0,0
66,Pedro Macckione,Zoo Tycoon Complete Collection E110,Outros,2021-01-07,08:25:09,2021-01-07,12:00:15,3.5850000000209548,118,0
66,Pedro Macckione,Zoo Tycoon Complete Collection E110,Falta de acessório,2021-01-05,14:46:02,2021-01-05,16:16:27,1.5069444444961846,0,0
66,Pedro Macckione,Zoo Tycoon Complete Collection E110,Outros,2021-01-06,13:22:48,2021-01-06,15:53:01,2.503611111198552,118,0
67,Isabela Resende,Water Heater 1.5GPM E0800 White,Preparação de Máquina,2021-01-06,10:25:32,2021-01-06,11:00:44,0.5866666667279787,0,0
67,Luiza Cabral,Water Heater 1.5GPM E0800 White,Controle de Qualidade,2021-01-06,08:10:11,2021-01-06,08:30:09,0.3327777776867151,0,0
67,Isabela Resende,Water Heater 1.5GPM E0800 White,,2021-01-07,15:24:29,2021-01-07,15:55:24,0.5152777779148892,170,0
68,Tiago Pereira,MechWarrior 4: Vengeance X800,Preparação de Máquina,2021-01-06,11:21:24,2021-01-06,11:51:13,0.49694444448687136,0,0
68,Andressa Chou,MechWarrior 4: Vengeance X800,Controle de Qualidade,2021-01-04,17:26:53,2021-01-04,17:46:44,0.33083333348622546,0,0
69,Thays Castro,Home Theater System 5.1 Channel M1540 White,Preparação de Máquina,2021-01-04,07:12:17,2021-01-04,07:32:05,0.33000000013271347,0,0
69,Luiza Cabral,Home Theater System 5.1 Channel M1540 White,Controle de Qualidade,2021-01-05,15:22:19,2021-01-05,15:39:05,0.2794444444589317,0,0
69,Thays Castro,Home Theater System 5.1 Channel M1540 White,,2021-01-10,08:44:01,2021-01-10,10:07:53,1.3977777778054588,334,0
49,Thiago Miura,Rise of Nations E112,,2021-01-10,13:08:50,2021-01-10,16:09:19,3.0080555555177853,391,0
49,Thiago Miura,Rise of Nations E112,Falta de acessório,2021-01-04,10:22:48,2021-01-04,11:07:27,0.7441666665254161,0,0
49,Thiago Miura,Rise of Nations E112,,2021-01-04,09:40:28,2021-01-04,11:10:38,1.5027777777286246,391,0
49,Thiago Miura,Rise of Nations E112,,2021-01-04,09:02:44,2021-01-04,12:03:37,3.014722222171258,391,0
70,Thays Castro,DVD M320 Black,Preparação de Máquina,2021-01-06,13:20:21,2021-01-06,13:39:55,0.3261111112078652,0,0
70,Luiza Cabral,DVD M320 Black,Preparação de Máquina,2021-01-04,08:36:40,2021-01-04,08:56:41,0.3336111110402271,0,0
70,Thays Castro,DVD M320 Black,,2021-01-05,16:36:46,2021-01-05,17:17:07,0.6725000000442378,313,0
71,Thays Castro,Dal of Honor Airborne M150,Preparação de Máquina,2021-01-04,15:01:00,2021-01-04,15:21:34,0.342777777754236,0,0
71,Luiza Cabral,Dal of Honor Airborne M150,Controle de Qualidade,2021-01-08,07:39:13,2021-01-08,07:56:51,0.2938888891367242,0,0
71,Thays Castro,Dal of Honor Airborne M150,,2021-01-08,07:39:22,2021-01-08,09:23:33,1.7363888889667578,78,0
72,Caio Moraes,Home Theater System 5.1 Channel M513 Black,Preparação de Máquina,2021-01-06,14:52:13,2021-01-06,15:37:31,0.7550000001210719,0,0
51,Thiago Costa,Home Theater System 7.1 Channel M710 Brown,,2021-01-05,10:29:25,2021-01-05,11:10:03,0.6772222223225981,237,0
51,Thiago Costa,Home Theater System 7.1 Channel M710 Brown,,2021-01-05,08:18:49,2021-01-05,08:49:51,0.5172222221153788,237,0
72,Andressa Chou,Home Theater System 5.1 Channel M513 Black,Controle de Qualidade,2021-01-06,07:16:45,2021-01-06,07:36:21,0.3266666667186655,0,0
72,Thiago Costa,Home Theater System 5.1 Channel M513 Black,,2021-01-04,09:16:51,2021-01-04,12:57:34,3.6786111111869104,117,0
73,Tiago Pereira,Home Theater System 4.1 Channel M1400 Silver,Preparação de Máquina,2021-01-04,09:41:46,2021-01-04,10:11:46,0.5000000000582077,0,0
73,Luiza Cabral,Home Theater System 4.1 Channel M1400 Silver,Controle de Qualidade,2021-01-08,09:45:04,2021-01-08,10:01:50,0.2794444444589317,0,0
73,Yasser Calbucci,Home Theater System 4.1 Channel M1400 Silver,,2021-01-08,14:23:17,2021-01-08,15:43:27,1.3361111110425554,108,0
70,Thays Castro,DVD M320 Black,,2021-01-07,17:48:29,2021-01-07,17:54:13,0.09555555554106832,313,0
63,Thays Castro,4GB Video Recording Pen X200 Black,,2021-01-04,12:50:15,2021-01-04,13:03:56,0.2280555556062609,270,0
60,Luiza Cabral,Home Theater System 2.1 Channel E210 Brown,Preparação de Máquina,2021-01-06,14:49:55,2021-01-06,15:23:11,0.5544444444822147,0,0
60,Thays Castro,Home Theater System 2.1 Channel E210 Brown,,2021-01-06,15:29:57,2021-01-06,15:48:49,0.3144444444333203,182,0
52,Caio Moraes,Bicycle Casino Games X700,Falha Operador,2021-01-04,10:44:50,2021-01-04,11:34:27,0.8269444444449618,347,0
74,Caio Moraes,2GB Spy Video Recorder Pen M300 Silver,Falha Operador,2021-01-06,07:10:34,2021-01-06,08:45:38,1.5844444444519468,24,0
74,Luiza Cabral,2GB Spy Video Recorder Pen M300 Silver,Controle de Qualidade,2021-01-04,10:57:56,2021-01-04,11:18:02,0.3350000000791624,0,0
75,Luiza Cabral,Home Theater System 7.1 Channel M710 Silver,Controle de Qualidade,2021-01-05,12:29:05,2021-01-05,07:31:04,19.03305555571569,0,0
75,Thays Castro,Home Theater System 7.1 Channel M710 Silver,,2021-01-04,08:39:42,2021-01-04,09:08:27,0.4791666665696539,231,0
75,Thays Castro,Home Theater System 7.1 Channel M710 Silver,Preparação de Máquina,2021-01-05,10:12:35,2021-01-05,10:55:51,0.721111111168284,0,0
76,Thays Castro,Home Theater System 2.1 Channel M1210 Silver,Preparação de Máquina,2021-01-10,13:27:24,2021-01-10,13:47:33,0.3358333334326744,0,0
76,Luiza Cabral,Home Theater System 2.1 Channel M1210 Silver,Controle de Qualidade,2021-01-04,11:48:46,2021-01-04,12:05:49,0.284166666562669,0,0
76,Thays Castro,Home Theater System 2.1 Channel M1210 Silver,,2021-01-04,16:01:47,2021-01-04,16:45:34,0.7297222223714925,367,0
55,Pedro Macckione,Zoo Tycoon 2: Zookeeper Collection M260,,2021-01-07,17:47:11,2021-01-07,18:27:56,0.6791666666977108,113,0
77,Luiza Cabral,Zoo Tycoon 2: Extinct Animals 2008 E129,Controle de Qualidade,2021-01-09,11:17:31,2021-01-09,11:34:45,0.28722222230862826,0,0
77,Isabela Resende,Zoo Tycoon 2: Extinct Animals 2008 E129,,2021-01-07,11:26:18,2021-01-07,12:44:43,1.3069444445427507,354,0
78,Thays Castro,Coffee Maker Super-Auto 12C X1250 Grey,Preparação de Máquina,2021-01-06,17:17:57,2021-01-06,17:38:04,0.3352777779218741,0,0
78,Luiza Cabral,Coffee Maker Super-Auto 12C X1250 Grey,Controle de Qualidade,2021-01-10,09:00:35,2021-01-10,09:17:17,0.27833333326270804,0,0
78,Thays Castro,Coffee Maker Super-Auto 12C X1250 Grey,,2021-01-10,15:16:34,2021-01-10,15:35:26,0.3144444446079433,154,0
79,Thays Castro,Water Heater 1.5GPM E0800 White,Preparação de Máquina,2021-01-10,12:48:40,2021-01-10,13:08:48,0.33555555576458573,0,0
79,Luiza Cabral,Water Heater 1.5GPM E0800 White,Controle de Qualidade,2021-01-06,11:13:29,2021-01-06,11:30:18,0.2802777778124437,0,0
79,Thays Castro,Water Heater 1.5GPM E0800 White,,2021-01-07,14:40:08,2021-01-07,15:03:39,0.3919444443890825,105,0
80,Thays Castro,Home Theater System 4.1 Channel M413 Black,Preparação de Máquina,2021-01-09,12:12:40,2021-01-09,12:32:19,0.3274999998975545,0,0
80,Luiza Cabral,Home Theater System 4.1 Channel M413 Black,Controle de Qualidade,2021-01-07,08:12:29,2021-01-07,08:29:43,0.28722222230862826,0,0
80,Thays Castro,Home Theater System 4.1 Channel M413 Black,,2021-01-08,16:36:46,2021-01-08,16:50:32,0.22944444447057322,76,10
81,Thays Castro,Home Theater System 7.1 Channel M1700 Silver,Preparação de Máquina,2021-01-05,11:50:38,2021-01-05,07:55:37,20.083055555645842,0,0
81,Luiza Cabral,Home Theater System 7.1 Channel M1700 Silver,Controle de Qualidade,2021-01-10,12:30:40,2021-01-10,05:32:38,17.032777777989395,0,0
81,Thays Castro,Home Theater System 7.1 Channel M1700 Silver,,2021-01-05,12:05:02,2021-01-05,02:08:22,14.055555555503815,279,0
82,Thays Castro,Collector's M160,Preparação de Máquina,2021-01-06,13:07:15,2021-01-06,13:27:25,0.33611111127538607,0,0
82,Luiza Cabral,Collector's M160,Controle de Qualidade,2021-01-04,12:53:43,2021-01-04,13:11:02,0.2886111111729406,0,0
82,Thays Castro,Collector's M160,,2021-01-06,13:18:46,2021-01-06,13:57:13,0.6408333333092742,292,0
83,Thays Castro,8GB Super-Slim MP3/Video Player M800 Green,Preparação de Máquina,2021-01-09,15:10:48,2021-01-09,15:30:26,0.3272222224040888,0,0
83,Luiza Cabral,8GB Super-Slim MP3/Video Player M800 Green,Controle de Qualidade,2021-01-09,07:08:07,2021-01-09,07:24:47,0.2777777777519077,0,0
83,Thays Castro,8GB Super-Slim MP3/Video Player M800 Green,,2021-01-06,13:32:10,2021-01-06,14:15:28,0.7216666666790843,109,0
84,Thays Castro,Combat Flight Simulator 2009 E159,Preparação de Máquina,2021-01-05,09:22:02,2021-01-05,09:42:11,0.3358333332580514,0,0
84,Luiza Cabral,Combat Flight Simulator 2009 E159,Controle de Qualidade,2021-01-10,10:19:03,2021-01-10,10:36:08,0.2847222224227153,0,0
84,Thays Castro,Combat Flight Simulator 2009 E159,,2021-01-06,07:14:27,2021-01-06,08:07:43,0.8877777776797302,86,0
85,Marcos Nucci,DVD M330 Black,Falha Operador,2021-01-08,13:57:56,2021-01-08,14:52:49,0.9147222223109566,0,0
85,Marcos Nucci,DVD M330 Black,Preparação de Máquina,2021-01-07,16:10:51,2021-01-07,16:55:47,0.7488888888037764,0,0
85,Luiza Cabral,DVD M330 Black,Controle de Qualidade,2021-01-05,15:50:50,2021-01-05,16:15:58,0.41888888902030885,0,0
85,Marcos Nucci,DVD M330 Black,,2021-01-05,08:19:06,2021-01-05,09:19:43,1.0102777778520249,88,0
86,Tiago Pereira,Home Theater System 7.1 Channel M710 Black,Preparação de Máquina,2021-01-04,09:47:31,2021-01-04,10:17:47,0.5044444446684793,0,0
87,Mariana Baptista,Home Theater System 2.1 Channel E1220 Brown,Preparação de Máquina,2021-01-06,13:45:24,2021-01-06,14:29:31,0.7352777778287418,0,0
87,Andressa Chou,Home Theater System 2.1 Channel E1220 Brown,Controle de Qualidade,2021-01-06,09:00:35,2021-01-06,09:19:41,0.3183333333581686,0,0
87,Mariana Baptista,Home Theater System 2.1 Channel E1220 Brown,,2021-01-06,10:16:11,2021-01-06,10:21:11,0.08333333325572312,339,0
88,Pedro Macckione,LCD24W X300 Black,Preparação de Máquina,2021-01-09,17:54:06,2021-01-09,18:55:15,1.0191666667233221,0,0
88,Pedro Macckione,LCD24W X300 Black,Peça Irregular,2021-01-07,13:47:17,2021-01-07,14:38:17,0.8499999999767169,212,0
89,Thiago Miura,USB Cable M250 Black,,2021-01-08,11:57:50,2021-01-08,13:58:08,2.0049999998300336,95,0
79,Thays Castro,Water Heater 1.5GPM E0800 White,,2021-01-09,17:11:46,2021-01-09,17:22:26,0.17777777777519077,105,0
90,Giuseppe Bhering,Combat Flight Simulator 2009 E177,Preparação de Máquina,2021-01-13,17:06:52,2021-01-13,18:07:04,1.0033333333558403,0,0
90,Pedro Macckione,Combat Flight Simulator 2009 E177,,2021-01-12,07:16:28,2021-01-12,08:01:50,0.7561111111426726,331,0
91,Mariana Baptista,Hand Games women M40 Red,Preparação de Máquina,2021-01-11,17:40:51,2021-01-11,11:00:44,17.331388889055233,0,0
91,Luiza Cabral,Hand Games women M40 Red,Controle de Qualidade,2021-01-08,13:49:44,2021-01-08,03:54:13,14.074722222285345,0,0
91,Mariana Baptista,Hand Games women M40 Red,Falta de acessório,2021-01-08,08:25:00,2021-01-08,08:59:52,0.5811111112707295,0,0
91,Mariana Baptista,Hand Games women M40 Red,,2021-01-09,16:37:38,2021-01-09,09:58:06,17.34111111110542,132,0
91,Mariana Baptista,Hand Games women M40 Red,,2021-01-07,11:29:54,2021-01-07,11:35:26,0.09222222212702036,132,0
67,Isabela Resende,Water Heater 1.5GPM E0800 White,,2021-01-05,07:18:03,2021-01-05,10:08:51,2.8466666666208766,170,0
68,Isabela Resende,MechWarrior 4: Vengeance X800,,2021-01-04,16:28:16,2021-01-04,18:08:28,1.6700000001001172,325,0
92,Leonardo Ferreira,DVD 38 DVD Storage Binder E25 Silver,Preparação de Máquina,2021-01-11,08:44:01,2021-01-11,09:39:15,0.9205555556109175,0,0
92,Andressa Chou,DVD 38 DVD Storage Binder E25 Silver,Controle de Qualidade,2021-01-08,10:17:28,2021-01-08,10:36:42,0.3205555557506159,0,0
92,Juliana Souza,DVD 38 DVD Storage Binder E25 Silver,,2021-01-09,15:59:11,2021-01-09,16:49:29,0.838333333376795,311,0
93,Pedro Macckione,Wireless Bluetooth Stereo Headphones M170 Black,Preparação de Máquina,2021-01-08,12:40:19,2021-01-08,13:35:00,0.9113888888969086,0,0
94,Ana Silva,Wireless Transmitter and Bluetooth Headphones X250 White,Preparação de Máquina,2021-01-09,10:38:56,2021-01-09,11:43:51,1.0819444445078261,0,0
93,Andressa Chou,Wireless Bluetooth Stereo Headphones M170 Black,Controle de Qualidade,2021-01-08,10:12:52,2021-01-08,10:57:49,0.749166666821111,0,0
93,Pedro Macckione,Wireless Bluetooth Stereo Headphones M170 Black,,2021-01-11,08:00:58,2021-01-11,08:31:12,0.503888888983056,391,0
95,Tiago Pereira,Dungeon Siege 2009 E163,Preparação de Máquina,2021-01-12,15:26:30,2021-01-12,15:56:17,0.49638888897607103,0,0
94,Andressa Chou,Wireless Transmitter and Bluetooth Headphones X250 White,Controle de Qualidade,2021-01-10,11:57:59,2021-01-10,12:17:59,0.33333333337213844,0,0
95,Andressa Chou,Dungeon Siege 2009 E163,Controle de Qualidade,2021-01-10,15:58:28,2021-01-10,16:18:11,0.32861111109377816,0,0
94,Natalia Marinho,Wireless Transmitter and Bluetooth Headphones X250 White,,2021-01-11,09:46:48,2021-01-11,13:51:59,4.086388888943475,231,0
93,Pedro Macckione,Wireless Bluetooth Stereo Headphones M170 Black,,2021-01-07,07:24:58,2021-01-07,07:50:48,0.43055555544560775,391,0
95,Tiago Pereira,Dungeon Siege 2009 E163,,2021-01-09,17:47:37,2021-01-09,18:03:19,0.2616666665417142,187,0
72,Thiago Costa,Home Theater System 5.1 Channel M513 Black,,2021-01-10,15:41:54,2021-01-10,17:57:31,2.2602777777356096,117,0
72,Thiago Costa,Home Theater System 5.1 Channel M513 Black,Falta de acessório,2021-01-04,15:01:09,2021-01-04,15:25:57,0.4133333332138136,0,0
72,Thiago Costa,Home Theater System 5.1 Channel M513 Black,,2021-01-05,09:42:20,2021-01-05,09:52:59,0.1774999999324791,117,0
73,Luiza Cabral,Home Theater System 4.1 Channel M1400 Silver,Preparação de Máquina,2021-01-07,14:17:14,2021-01-07,16:47:11,2.4991666667629033,0,0
73,Natalia Marinho,Home Theater System 4.1 Channel M1400 Silver,,2021-01-10,08:38:15,2021-01-10,10:53:55,2.2611111110891216,108,0
73,Yasser Calbucci,Home Theater System 4.1 Channel M1400 Silver,,2021-01-09,07:59:31,2021-01-09,08:09:50,0.17194444430060685,108,0
96,Thiago Costa,Lens Adapter M450 Black,Preparação de Máquina,2021-01-13,15:52:34,2021-01-13,17:06:11,1.2269444445264526,0,0
96,Andressa Chou,Lens Adapter M450 Black,Controle de Qualidade,2021-01-12,17:00:58,2021-01-12,17:20:37,0.3275000000721775,0,0
96,Thiago Costa,Lens Adapter M450 Black,,2021-01-11,11:35:48,2021-01-11,12:31:11,0.9230555554968305,311,0
97,Giuseppe Bhering,Water Heater 4.0GPM M1250 Red,Preparação de Máquina,2021-01-07,10:14:10,2021-01-07,10:59:02,0.7477777779567987,0,0
98,Thiago Costa,USB Cable M250 Black,Preparação de Máquina,2021-01-10,13:46:08,2021-01-10,14:25:44,0.660000000090804,0,0
97,Luiza Cabral,Water Heater 4.0GPM M1250 Red,Controle de Qualidade,2021-01-12,12:42:03,2021-01-12,12:58:45,0.27833333326270804,0,0
98,Thiago Costa,USB Cable M250 Black,,2021-01-12,12:53:25,2021-01-12,13:54:17,1.0144444446195848,393,0
97,Luiza Cabral,Water Heater 4.0GPM M1250 Red,,2021-01-11,11:48:20,2021-01-11,12:47:10,0.9805555554921739,170,21
97,Luiza Cabral,Water Heater 4.0GPM M1250 Red,Preparação de Máquina,2021-01-07,10:59:40,2021-01-07,12:12:23,1.2119444445124827,0,0
97,Luiza Cabral,Water Heater 4.0GPM M1250 Red,,2021-01-10,16:53:54,2021-01-10,17:52:48,0.9816666666883975,170,21
99,Andressa Chou,Water Heater 4.0GPM M1250 Red,Controle de Qualidade,2021-01-09,12:22:54,2021-01-09,12:42:21,0.32416666665812954,0,0
99,Thiago Costa,Water Heater 4.0GPM M1250 Red,,2021-01-12,13:02:21,2021-01-12,14:17:51,1.2583333334187046,255,0
